dist,Hermes_Te,Hermes_Ti
0.0,60.40894035966909,115.42059532526945
0.10399472212889004,60.408462036345036,115.41806414708697
0.20615902458531665,60.355488485823955,115.26512191369623
0.3046790236264936,60.23879572036848,114.93159594829804
0.3977628333313441,60.04709429819977,114.41244061925158
0.48363738199337636,59.76161903112458,113.66638026139073
0.5606450185647218,59.350001548381826,112.5883567103253
0.6272168276281851,58.753667379684124,111.01437787029332
0.6822067995225753,57.828271423366246,108.68845413696859
0.7254810586165159,56.241214844012156,105.04494412561182
0.7664617930664877,52.732309000721585,98.17295051008945
0.7978767630794412,47.763565715751405,88.96412123367067
0.8155021107642125,42.540896974762134,80.62526867468411
0.8301892221243569,39.09915886778354,75.44790272755063
0.8436322907211219,36.68160335134998,71.93715938774362
0.8564287954548311,34.80944047768864,69.27000333156677
0.8688372079589775,33.26133874850446,67.09444653139215
0.8809695994131975,31.94009217343311,65.25030341479892
0.8928643674964478,30.802703237157868,63.65431179022676
0.9045162986383266,29.828267775997453,62.25709134289234
0.9158911415853737,28.99822901420808,61.00290355951882
0.9269352179994077,28.29688114431922,59.843286151795574
0.9375860401162721,27.723304675811796,58.809961037485856
0.9477736804089467,27.26774931381994,57.92342680785838
0.9574214575164453,26.909189387101257,57.15706514829056
0.9664474614060445,26.631293793110185,56.51397313963952
0.9747653444034803,26.419637482080574,56.015257160628565
0.9822860663497395,26.261858050727113,55.70686897997804
0.9889184425769713,26.148448149381935,55.66576577925229
0.9945695997459856,26.076798651308298,55.98980319495783
0.9991453795922789,26.07939286730879,56.72312725744374
